,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
697,23,09_05_22,3,B,2,1,C6,C6,-0.00434,-0.181786654,0.181786654,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,O12Y2,3B,O12Y2_exp3B,242,164,0,Elevated
698,16,08_15_22,2,A,2,1,D4,D4,-0.00709,-0.18434537,0.18434537,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y7B44,2A,Y7B44_exp2A,220,95,0,Low
699,3,09_05_22,3,B,3,1,C1,C1,-0.0064,-0.185821765,0.185821765,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,O13Y8,3B,O13Y8_exp3B,244,165,0,Low
700,3,08_20_22,2,B,3,1,C1,C1,-0.00664,-0.187278812,0.187278812,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y5B36,2B,Y5B36_exp2B,209,128,0,Low
701,20,7_26_22,1,B,3,1,D5,D5,-0.00564,-0.187674348,0.187674348,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R11W54,1B,R11W54_exp1B,172,50,0,Elevated
702,20,09_01_22,3,A,1,0,D5,D5,-0.00765,-0.188524588,0.188524588,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y78,3A,G30Y78_exp3A,239,139,0,Low
703,18,09_05_22,3,B,2,1,B5,B5,-0.00863,-0.18976481,0.18976481,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,O15Y25,3B,O15Y25_exp3B,252,167,0,Low
704,4,09_05_22,3,B,3,0,D1,D1,-0.00717,-0.193113892,0.193113892,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,O13Y10,3B,O13Y10_exp3B,249,165,0,Low
705,24,09_05_22,3,B,2,0,D6,D6,-0.00635,-0.19352848,0.19352848,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,O13Y7,3B,O13Y7_exp3B,238,165,0,Low
706,12,7_26_22,1,A,3,1,D3,D3,-0.00696,-0.201623781,0.201623781,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R8W43,1A,R8W43_exp1A,153,24,0,Low
707,17,08_20_22,2,B,2,1,A5,A5,-0.00417,-0.203945882,0.203945882,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y11B56,2B,Y11B56_exp2B,216,123,0,Low
708,15,7_26_22,1,A,3,1,C4,C4,-0.00971,-0.207948106,0.207948106,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W87,1A,R20W87_exp1A,150,18,0,Low
709,14,08_20_22,2,B,2,0,B4,B4,-0.00286,-0.215172137,0.215172137,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y10B50,2B,Y10B50_exp2B,170,122,0,Low
710,14,08_15_22,2,A,1,0,B4,B4,-0.00946,-0.21608207,0.21608207,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B22G27,2A,B22G27_exp2A,207,66,0,Low
711,18,08_20_22,2,B,2,1,B5,B5,-0.0056,-0.220198414,0.220198414,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y11B59,2B,Y11B59_exp2B,233,123,0,Low
712,22,7_26_22,1,A,2,1,B6,B6,-0.00522,-0.224418394,0.224418394,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y1B5,1A,Y1B5_exp1A,168,25,0,Elevated
713,11,08_15_22,2,A,2,1,C3,C3,-0.00328,-0.232987475,0.232987475,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_A,F_A,N_1.5,N,Nitrate,1.5,30,F,A,G33Y97,2A,G33Y97_exp2A,227,77,0,Low
714,12,09_01_22,3,A,1,1,D3,D3,-0.0041,-0.233825669,0.233825669,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B13G2,3A,B13G2_exp3A,223,129,0,Low
715,20,7_26_22,1,B,3,0,D5,D5,-0.00468,-0.241147624,0.241147624,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R11W53,1B,R11W53_exp1B,164,50,0,Elevated
716,21,08_15_22,2,A,1,0,A6,A6,-0.00651,-0.247304439,0.247304439,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y87,2A,G32Y87_exp2A,197,76,0,Low
717,3,7_26_22,1,B,2,0,C1,C1,-0.00447,-0.304995179,0.304995179,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5_30_F_S,F_S,A_5,A,Ammonium,5,30,F,S,G33Y100,1B,G33Y100_exp1B,167,44,0,Low
718,9,09_01_22,3,A,2,1,A3,A3,-0.00477,-0.394076958,0.394076958,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G24Y40,3A,G24Y40_exp3A,227,138,0,Low
719,7,08_15_22,2,A,3,1,C2,C2,-0.00229,-0.420508984,0.420508984,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y13B72,2A,Y13B72_exp2A,231,90,0,Elevated
720,23,08_15_22,2,A,3,1,C6,C6,-0.00374,-0.573280227,0.573280227,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R15W77,2A,R15W77_exp2A,231,86,0,Elevated
